original_title,overview,popularity,poster_path,release_date,title,vote_average,vote_count,imdb_id,status,revenue,budget,collection,productions,genres,release_year
Sofie Hagen: Generation Boyband Fan,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/lq8uDD5epKabAKYKmHt2257JlCW.jpg,2021-12-21,Sofie Hagen: Generation Boyband Fan,8.0,1,,Released,0,0,,[],['Comédia'],2021
엔티알 누드모델,,2.959,https://image.tmdb.org/t/p/w220_and_h330_face/vwrmTmZzRx7qf2rufKDQsW37A1T.jpg,2021-12-21,엔티알 누드모델,0.0,0,,Released,0,0,,[],"['Drama', 'Romance']",2021
The Hardest Day,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/wq2G7TA8MDzf77z9PmpP7fyXiiU.jpg,2021-12-21,The Hardest Day,0.0,0,,Released,0,0,,[],['Documentário'],2021
"Le Colisée, une mégastructure romaine",,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/wzcVS7hXveYQdt6bSRHX7d8Cs49.jpg,2021-12-21,"Le Colisée, une mégastructure romaine",0.0,0,,Released,0,0,,[],['Documentário'],2021
The White Stripes: The Detroit Institute of Arts,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/zmS0QD6909c9U3HVJhZ6FpJ6jVw.jpg,2021-12-21,The White Stripes: The Detroit Institute of Arts,0.0,0,,Released,0,0,,['Third Man Records'],['Música'],2021
A Night Before Xmas,"Numa reunião anual de vilões, surge uma ideia muito malvada: acabar com o Natal de todas as crianças do mundo. Para isso, o plano é sequestrar o Papai Noel. Somente um professor maluco e seus dois sobrinhos podem salvar o bom velhinho.",0.6,https://image.tmdb.org/t/p/w220_and_h330_face/ovFOcoikXTVLZwqO6kS99asejq2.jpg,2021-12-21,Uma Noite Antes do Natal,0.0,0,tt11197712,Released,0,0,,['Tortuga Studios'],"['Animação', 'Família']",2021
Enslaved: The Otherwordly Big Band Experience,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/9Uzeg6qaPqdQbmBtuYu8NAvLZJA.jpg,2021-12-21,Enslaved: The Otherwordly Big Band Experience,0.0,0,,Released,0,0,,[],['Música'],2021
Lady Gaga at the BBC,,0.684,,2021-12-21,Lady Gaga at the BBC,3.0,1,,Released,0,0,,[],[],2021
La vie parisienne,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/i5JV4SHUsN0wLNB5mSGDoQ1Gfmr.jpg,2021-12-21,La vie parisienne,0.0,0,,Released,0,0,,[],[],2021
Mikaela Shiffrin: Passion & Purpose,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/7Tq8dNGhYlPW3HKKNDNRK7nHBnK.jpg,2021-12-21,Mikaela Shiffrin: Passion & Purpose,0.0,0,,Released,0,0,,[],['Documentário'],2021
Acayip,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/eL6WhN0cSOfzRZO1wZqTMATMGLt.jpg,2021-12-21,Acayip,5.0,2,tt19176972,Released,0,0,,['Karaçelik Film'],['Comédia'],2021
Agatha Raisin: Kissing Christmas Goodbye,,1.822,https://image.tmdb.org/t/p/w220_and_h330_face/u2jHiivaJ88mv1guyAoZ9VmxctU.jpg,2021-12-21,Agatha Raisin: Kissing Christmas Goodbye,0.0,0,tt13317050,Released,0,0,,[],"['Mistério', 'Comédia']",2021
Samadhi Part 3: The Pathless Path,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/iNeK1rcGq8s05CnByZBqhMpOy05.jpg,2021-12-21,Samadhi Part 3: The Pathless Path,0.0,0,tt17632676,Released,0,0,,[],['Documentário'],2021
Scary Story,,0.687,https://image.tmdb.org/t/p/w220_and_h330_face/2PyueMCbfn85EttB8G3Ld2jHGTe.jpg,2021-12-21,Scary Story,0.0,0,,Released,0,0,,[],['Drama'],2021
L'Invitation,,1.463,https://image.tmdb.org/t/p/w220_and_h330_face/UG6sSMfopwlc0L33uyDwVA6EHU.jpg,2021-12-21,L'Invitation,7.0,11,tt14909468,Released,0,0,,['OCS'],"['Drama', 'Thriller']",2021
Histoire d’une chanson : « El pueblo unido jamás será vencido »,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/4TDS89zwUE1QcWZBPN3ssNBRqWv.jpg,2021-12-21,Histoire d’une chanson : « El pueblo unido jamás será vencido »,0.0,0,,Released,0,0,,"[""Là-bas si j'y suis""]",['Documentário'],2021
"Philip: Prince, Husband, Father",,0.6,,2021-12-21,"Philip: Prince, Husband, Father",0.0,0,,Released,0,0,,[],[],2021
Diga Xis,"Uma jovem fotógrafa é surpreendida com um pacote deixado em frente da porta de sua casa , ela recebe uma câmera antiga que revela  sua última foto",0.6,,2021-12-21,Diga Xis,0.0,0,,Released,0,0,,['DVTO PROD.'],['Terror'],2021
Song & Story: Amazing Grace,,0.913,https://image.tmdb.org/t/p/w220_and_h330_face/q4t5C58rZhBd7UOjGEtrQzoAqiy.jpg,2021-12-21,Song & Story: Amazing Grace,0.0,0,tt16021504,Released,0,0,,[],"['Drama', 'Música']",2021
Taratata au Zenith 100 % Live,,0.6,,2021-12-21,Taratata au Zenith 100 % Live,0.0,0,,Released,0,0,,[],[],2021
The Curse of Captain Silverbeard,,0.603,https://image.tmdb.org/t/p/w220_and_h330_face/bqpUNDDprFl2Pl9TfOl93KxaBR4.jpg,2021-12-21,The Curse of Captain Silverbeard,8.6,7,,Released,371,1000,,['Wralkat Studios'],"['Aventura', 'Ação', 'Comédia']",2021
"Gaetan Roussel Basique, le concert",,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/gULe6FDivKR0cpHSikAsytmhzON.jpg,2021-12-21,"Gaetan Roussel Basique, le concert",0.0,0,,Released,0,0,,[],[],2021
"Madame le Général, une femme d'exception",,0.643,https://image.tmdb.org/t/p/w220_and_h330_face/2ZrjVUn4KEdbbQrnRGxuDfJWctX.jpg,2021-12-21,"Madame le Général, une femme d'exception",0.0,0,,Released,0,0,,"['TV5 Monde', 'Ladybirds Films', 'Histoire TV']","['Documentário', 'História', 'Guerra']",2021
"Indochine, quand les femmes entrent en guerre",,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/DXbrMGkXhKSrshZy5YS3DPVN4X.jpg,2021-12-21,"Indochine, quand les femmes entrent en guerre",0.0,0,,Released,0,0,,"['KAMI Productions', 'Histoire TV', ""l'ECPAD""]","['Documentário', 'História', 'Guerra']",2021
"Le 10 mai 1981, le jour du grand soir",,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/1OuiHTdXCu3h4bKCK8ds7LfdJqu.jpg,2021-12-21,"Le 10 mai 1981, le jour du grand soir",0.0,0,,Released,0,0,,"[""Toute L'Histoire"", 'LCP - Assemblée nationale', 'Memento Productions']","['Documentário', 'História']",2021
Corrida das Blogueiras 3: O Documentário,"Documentário com os bastidores de ""Corrida das Blogueiras 3"", o reality show do canal Diva Depressão.",0.6,https://image.tmdb.org/t/p/w220_and_h330_face/4v7J24J9aklB2rZI2s6mgsbtnaw.jpg,2021-12-21,Corrida das Blogueiras 3: O Documentário,9.0,1,,Released,0,0,,['Dia Estúdio'],['Documentário'],2021
Lili & Susie,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/k4oiZPqS5sJLMWdNOlUdO0qyB0.jpg,2021-12-21,Lili & Susie,0.0,0,,Released,0,0,,[],[],2021
Corrida das Blogueiras: O Documentário,"Documentário com os bastidores do Reality Show 'CORRIDA DAS BLOGUEIRAS 3', do canal do YouTube Diva Depressão.",0.6,https://image.tmdb.org/t/p/w220_and_h330_face/4v7J24J9aklB2rZI2s6mgsbtnaw.jpg,2021-12-21,Corrida das Blogueiras: O Documentário,0.0,0,,Released,0,0,,['Dia Estúdio'],['Documentário'],2021
"Koh-Lanta, la grande aventure",,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/hXgfV442pBfc8LQPahuAIKH4nCE.jpg,2021-12-21,"Koh-Lanta, la grande aventure",0.0,0,,Released,0,0,,[],['Documentário'],2021
Santa's Hidden Adventure,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/63fyFaPQTTtXE8AyoHwRgvTRUDu.jpg,2021-12-21,Santa's Hidden Adventure,0.0,0,,Released,0,0,,[],[],2021
Chocolate Skateboards - Bunny Hop,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/xucdvNI1l4GQa8axee5DDa3LP6Q.jpg,2021-12-21,Chocolate Skateboards - Bunny Hop,9.5,2,,Released,0,0,,[],[],2021
Nick Vatterott: Disingenuous,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/uJN2o7DW3OBsik2BuDPDCBoDxdU.jpg,2021-12-21,Nick Vatterott: Disingenuous,0.0,0,,Released,0,0,,['Comedy Dynamics'],['Comédia'],2021
Cain and Abel,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/xyPHyMzLJgWgUxLEJ14PIHWasPU.jpg,2021-12-21,Cain and Abel,0.0,0,tt14598156,Released,0,0,,[],"['Drama', 'Crime']",2021
巨蟒1,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/eHHarqhxaUFQzHNNA7DJmi6vQL1.jpg,2021-12-21,巨蟒1,0.0,0,,Released,0,0,,[],"['Thriller', 'Ação']",2021
兵王之绝境狙杀,,1.531,https://image.tmdb.org/t/p/w220_and_h330_face/41qKKiywYHCzvo92yUSogjnAPQD.jpg,2021-12-21,兵王之绝境狙杀,0.0,0,,Released,0,0,,[],['Ação'],2021
Dompter son dragon,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/iLWrqSws0C5nkkJrAcgL6GcTguJ.jpg,2021-12-21,Dompter son dragon,0.0,0,,Released,0,67,,[],['Documentário'],2021
Beyond Hubble: Launching the Telescope of Tomorrow,,1.643,https://image.tmdb.org/t/p/w220_and_h330_face/10B4R5yczl9T4KmwvIZXjlHvVHL.jpg,2021-12-21,Beyond Hubble: Launching the Telescope of Tomorrow,7.5,2,tt16426188,Released,0,0,,"['Discovery Science Channel', 'Windfall Films']","['Documentário', 'Cinema TV']",2021
Switch,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/uRV3T65ElDzCGLZmlmzjTbBBh0H.jpg,2021-12-21,Switch,0.0,0,,Released,0,628,,[],"['Drama', 'Romance']",2021
70 Anos Esta Noite,"Com a participação de um elenco estelar, o programa promove uma viagem afetiva pelos grandes momentos das novelas, que completam sete décadas na TV brasileira.",0.673,https://image.tmdb.org/t/p/w220_and_h330_face/xqeoWveT3MIN3fnpUFzcso1mXwu.jpg,2021-12-21,70 Anos Esta Noite,8.0,1,tt16317318,Released,0,0,,['Estúdios Globo'],['Documentário'],2021
Non ti pago,,1.082,https://image.tmdb.org/t/p/w220_and_h330_face/pbnKYRg6lmUcUSjA6pSo7LDuyRH.jpg,2021-12-21,Non ti pago,6.0,1,tt12989948,Released,0,0,,"['Picomedia', 'Rai Fiction']","['Drama', 'Comédia', 'Cinema TV']",2021
Renesanses laika cilvēks,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/2jxmZPSgLBBQkpQySyJ9mK73G6s.jpg,2021-12-21,Renesanses laika cilvēks,0.0,0,tt16876008,Released,0,0,,"['Latvijas Televizija', 'Jersika Records']","['Documentário', 'Música']",2021
Jim Gaffigan: Comedy Monster,,3.172,https://image.tmdb.org/t/p/w220_and_h330_face/wRkLJVV5rlLAi7IM0v4oxMPHYaG.jpg,2021-12-21,Jim Gaffigan: Comedy Monster,6.5,15,tt15907298,Released,0,0,,[],['Comédia'],2021
DRE7MS,,0.899,https://image.tmdb.org/t/p/w220_and_h330_face/tB9AGA5Q9qJp52fjavHJeXy6qU2.jpg,2021-12-21,DRE7MS,0.0,0,tt15770326,Released,0,4000,,['AnuragJha Creations'],"['Drama', 'Fantasia', 'Romance']",2021
Una Navidad no tan padre,"Uma viagem para a praia vira uma loucura depois que Servando e Alicia, a obstinada tia de Alma, começam a competir para controlar o Natal.",12.179,https://image.tmdb.org/t/p/w220_and_h330_face/dQemuRJRsksRbA7ivPVqRBm3Ou4.jpg,2021-12-21,"Natal, mas Pouco",7.5,63,tt15565724,Released,0,0,,['Panorama Global'],['Comédia'],2021
West of Calico,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/w3MgUpJBvk3CEYMypmCXUht55ZR.jpg,2021-12-21,West of Calico,0.0,0,tt14110502,Released,0,0,,[],"['Drama', 'Faroeste']",2021
Hostile,,2.711,https://image.tmdb.org/t/p/w220_and_h330_face/qFsz4VZi2CZznGx41XF3UB02KI6.jpg,2021-12-21,Hostile,0.0,0,tt13276440,Released,0,0,,['Galeforce Films'],['Documentário'],2021
CLOSE TO THE EDGE,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/soi2gfyza49tMsujCm4LWyZnJDl.jpg,2021-12-21,CLOSE TO THE EDGE,0.0,0,,Released,0,0,,['T21 Features'],['Documentário'],2021
Hypocrisis,,0.643,https://image.tmdb.org/t/p/w220_and_h330_face/cqFnMV5t0J9NOxFHqnXhSbZPDFC.jpg,2021-12-21,Hypocrisis,0.0,0,tt13853470,Released,0,5000,,['Producciones Contraluz'],"['Comédia', 'Drama']",2021
The Christmas Ball,,1.605,https://image.tmdb.org/t/p/w220_and_h330_face/AtxMo1aqXqlSLBprXRoJJiJGow5.jpg,2021-12-21,The Christmas Ball,4.5,2,tt11667022,Released,0,0,,['MarVista Entertainment'],"['Romance', 'Drama', 'Comédia', 'Cinema TV']",2021
Heatwave,,0.655,https://image.tmdb.org/t/p/w220_and_h330_face/qdecMfnbQhs186tzJD0FlrurzhA.jpg,2021-12-21,Heatwave,0.0,0,tt11429548,Released,0,5000,,[],['Drama'],2021
紧急营救,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/8YjQXO5rhCiw47GNfBJHW6mqxVZ.jpg,2021-12-20,紧急营救,1.0,1,,Released,0,0,,[],['Crime'],2021
Sphere,,0.6,,2021-12-20,Sphere,0.0,0,,Released,0,0,,[],['Animação'],2021
A Trip,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/jwS0TjjLwVv99E6GLRA55ohk8HB.jpg,2021-12-20,A Trip,0.0,0,tt21328416,Released,0,0,,[],[],2021
Fraude alimentaire: un crime organisé?,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/9kB0U6LSYS78ysdKIXc1UaiE9CC.jpg,2021-12-20,Fraude alimentaire: un crime organisé?,0.0,0,,Released,0,0,,['Tangerine Productions'],['Documentário'],2021
Entering the Spirit Realm,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/4ZID4sYtrjszQD4WIvdGPzS1mAI.jpg,2021-12-20,Entering the Spirit Realm,0.0,0,tt20202658,Released,0,0,,['Chappell Media'],['Documentário'],2021
Marian Kołodziej. Tajemnica artysty,,0.6,,2021-12-20,Marian Kołodziej. Tajemnica artysty,0.0,0,,Released,0,0,,['Video Studio Gdansk'],['Documentário'],2021
Zamal Paradise : les voies du seigneur sont absurdes,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/l1UFIDufePtvz6freCQ4kBOHTUm.jpg,2021-12-20,Zamal Paradise : les voies du seigneur sont absurdes,0.0,0,,Released,0,0,,[],[],2021
Westlife at the Ulster Hall,,0.6,,2021-12-20,Westlife at the Ulster Hall,0.0,0,,Released,0,0,,[],[],2021
How old do you want to be when you die?,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/6K0IupDgV1jnQFxCI4eXHS2pDOg.jpg,2021-12-20,How old do you want to be when you die?,0.0,0,,Released,0,0,,[],[],2021
Manchester Orchestra: Christmas Songs Vol. 2,,2.439,https://image.tmdb.org/t/p/w220_and_h330_face/jzN3BA1DNkQjDK8PWw8yeYDJXnZ.jpg,2021-12-20,Manchester Orchestra: Christmas Songs Vol. 2,0.0,0,,Released,0,0,,[],['Música'],2021
Krasue,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/vYBIS1gPjVwuhPj7nxcxscqjy9H.jpg,2021-12-20,Krasue,0.0,0,,Released,0,0,,"['Cauzsuch Co., Ltd.']",['Animação'],2021
Banshee,,0.753,https://image.tmdb.org/t/p/w220_and_h330_face/t7ZgewUljfqn1uc0t7LaedU9rsE.jpg,2021-12-20,Banshee,6.0,3,tt15010844,Released,0,0,,[],['Terror'],2021
Le Laboratoire Du Monde,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/bjPvjsc894c7NtDxEPcQCEdv6YZ.jpg,2021-12-20,Le Laboratoire Du Monde,0.0,0,,Released,0,0,,"['Canal+', 'France Télévisions', 'Bis répétita']",['Documentário'],2021
Teenage Dick,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/eGhvMBsXasDBRFc6EWcuntl7VU7.jpg,2021-12-20,Teenage Dick,0.0,0,,Released,0,0,,"['Woolly Mammoth Theatre Company', 'Huntington Theatre Company', 'Pasadena Playhouse']",[],2021
Inga Rumpf - My Life Is A Boogie,,0.6,,2021-12-20,Inga Rumpf - My Life Is A Boogie,0.0,0,,Released,0,0,,[],[],2021
Compassion Internal Presents: Amy Grant & Michael W. Smith Christmas,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/4gDyvDQ92MayvTz69m8FN2BDtdp.jpg,2021-12-20,Compassion Internal Presents: Amy Grant & Michael W. Smith Christmas,0.0,0,,Released,0,0,,[],[],2021
The SASS Movie,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/k0WZAIJSgMM2pu9Wqzl5Z0XJL77.jpg,2021-12-20,The SASS Movie,0.0,0,,Released,0,100,,[],[],2021
德云社德云五队小园子三里屯剧场站第二场,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/rZOcwc1iJLQKuMBa1uyZeidX7me.jpg,2021-12-20,德云社德云五队小园子三里屯剧场站第二场,0.0,0,,Released,0,0,,[],[],2021
En resa till Peps Persson,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/7xYCMlaICayhEjwLMv7Oy2g3yMQ.jpg,2021-12-20,En resa till Peps Persson,10.0,1,,Released,0,0,,['Alvelandet Dokumentarproduksjon'],"['Documentário', 'Música']",2021
Vindouro,"Esquecidos pelo governo e fazendo justiça com as próprias mãos em um nordeste assolado pela pobreza e seca, a família Pereira agora tem outra preocupação além da fome, esconder um grande segredo que ameaça suas vidas.",0.6,https://image.tmdb.org/t/p/w220_and_h330_face/gKzMdu899En7oNUtErCk1ImBj4U.jpg,2021-12-20,Vindouro,0.0,0,,Released,0,0,,"['Buraco Filmes', 'Ribeiro Produções']","['Drama', 'Ação']",2021
Meu último dia aqui,"Após uma série de acontecimentos caóticos, um homem se vê na oportunidade de escapar do planeta.",0.6,https://image.tmdb.org/t/p/w220_and_h330_face/yBYNagukmJlu0tdYK6owwe1EubC.jpg,2021-12-20,Meu último dia aqui,0.0,0,,Released,0,0,,[],"['Ficção científica', 'Fantasia']",2021
Nicolás Guagnini: Self-Portrait with Cucumber / Autorretrato con pepino,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/6zansDh0cwGpEJ7HZoIruudRv9i.jpg,2021-12-20,Nicolás Guagnini: Self-Portrait with Cucumber / Autorretrato con pepino,0.0,0,,Released,0,0,,['Institute for Studies of Latin American Art [ISLAA]'],[],2021
Circus of Altrades: Christmas Edition,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/9eSXR2MdU6hzRaqA7dsOlGC3kNd.jpg,2021-12-20,Circus of Altrades: Christmas Edition,0.0,0,,Released,0,0,,[],['Família'],2021
Papa Leo,,0.6,,2021-12-20,Papa Leo,0.0,0,,Released,0,0,,[],[],2021
Mika symphonique à la Philharmonie,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/sejlZXYbUwISHBmyVIu3d362pC6.jpg,2021-12-20,Mika symphonique à la Philharmonie,4.5,2,,Released,0,0,,[],['Música'],2021
D'ZRT - O Reencontro,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/gI5NWf8o5NlcSZSUNvH6f5gsZWT.jpg,2021-12-20,D'ZRT - O Reencontro,0.0,0,tt16526678,Released,0,0,,['TVI'],[],2021
Infodemic,,0.943,https://image.tmdb.org/t/p/w220_and_h330_face/vvbJo8NsOeqcCpmmTg2T9rLHg0z.jpg,2021-12-20,Infodemic,7.4,10,,Released,0,0,,[],['Documentário'],2021
Des grelots dans le bungalow,,1.4,,2021-12-20,Des grelots dans le bungalow,0.0,0,,Released,0,0,,['Zone3'],[],2021
Zaz aux carrières de Lumières,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/d6E0HobfMdcL4CZe3hLybNyVFDa.jpg,2021-12-20,Zaz aux carrières de Lumières,8.0,1,,Released,0,0,,[],['Música'],2021
SPARKLE,,0.6,,2021-12-20,SPARKLE,0.0,0,,Released,0,0,,[],['Documentário'],2021
What if Earth were unique?,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/uV4jT9cq70itxYfYBQW57Prm5AN.jpg,2021-12-20,What if Earth were unique?,7.0,1,,Released,0,0,,['ZDF'],[],2021
By the Grace of...,,1.006,https://image.tmdb.org/t/p/w220_and_h330_face/xbgfQUZGARToo2JqtOlRGmgOADq.jpg,2021-12-20,By the Grace of...,5.0,2,tt13806424,Released,0,0,,[],['Drama'],2021
Mary Berry's Festive Feasts,,0.6,,2021-12-20,Mary Berry's Festive Feasts,0.0,0,,Released,0,0,,['Rumpus Media'],['Documentário'],2021
Hell and You,,0.6,,2021-12-20,Hell and You,0.0,0,,Released,0,0,,[],['Comédia'],2021
Christmas Special,,0.893,https://image.tmdb.org/t/p/w220_and_h330_face/utjrGhHPEaLCeQZ7Ae4HQP6yjPz.jpg,2021-12-20,Christmas Special,0.0,0,,Released,0,0,,['Jake Apgar Productions'],['Comédia'],2021
Tell Me When You're Okay: Live from the Death Valley,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/iiViFS0BQEg8HJVwpOHPGDocAiv.jpg,2021-12-20,Tell Me When You're Okay: Live from the Death Valley,0.0,0,,Released,100,100,,[],['Música'],2021
Libero di volare,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/g0UhMBUTMqYwrydshmS6tn11VVS.jpg,2021-12-20,Libero di volare,0.0,0,tt15523840,Released,0,0,,['CineIsola Production'],['Drama'],2021
Fish Fingers,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/ex5fOGNJVE8cvQsA0gfMy7mDrbN.jpg,2021-12-20,Fish Fingers,0.0,0,,Released,0,0,,[],['Comédia'],2021
Reopening Night,"Acompanhe o elenco e a equipe do Public Theatre na montagem de uma adaptação de ""As Alegres Comadres de Windsor"", de William Shakespeare.",3.031,https://image.tmdb.org/t/p/w220_and_h330_face/cGMhXY1xjijcjnmsjU0sU0tEYi8.jpg,2021-12-20,Noite de Reabertura,6.0,1,tt16288880,Released,0,0,,['HBO Documentary Films'],['Documentário'],2021
The Amazing Mr. Blunden,,3.117,https://image.tmdb.org/t/p/w220_and_h330_face/eQ6DKclRghjLL2G4jYPwZLMTM6l.jpg,2021-12-20,The Amazing Mr. Blunden,5.6,18,tt14843694,Released,0,0,,"['British Sky Broadcasting', 'HandMade Films', 'NBCUniversal International Studios', 'Can Do Productions', 'Adorable Media']","['Fantasia', 'Família', 'Aventura', 'Cinema TV']",2021
Miracles Across 125th Street,,2.953,https://image.tmdb.org/t/p/w220_and_h330_face/uNhgFnFNMcBZFC8uOweFKUB6p1Z.jpg,2021-12-20,Miracles Across 125th Street,5.0,2,tt15800558,Released,0,0,,[],"['Drama', 'Comédia']",2021
L'altra Storia,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/mCDkVt5fDxQBSx228O3FO6h5qEu.jpg,2021-12-20,L'altra Storia,0.0,0,,Released,0,0,,[],['Documentário'],2021
Sozinhos,"Em mundo pós apocalíptico, três estranhos buscam refugio em uma casa abandonada procurando esperanças para sobreviver.",0.6,https://image.tmdb.org/t/p/w220_and_h330_face/oulXOWfBsn0NPHAXwgHJsQD0r5x.jpg,2021-12-20,Sozinhos,0.0,0,tt12369762,Released,0,0,,[],['Drama'],2021
Candy Cane Candidate,,3.479,https://image.tmdb.org/t/p/w220_and_h330_face/cZH8Zm9JOYrKiL72QLAqQzL4diD.jpg,2021-12-20,Candy Cane Candidate,5.8,5,tt15515934,Released,0,0,,"['MarVista Entertainment', 'Neshama Entertainment']","['Cinema TV', 'Comédia', 'Romance']",2021
Nebesa,,1.4,https://image.tmdb.org/t/p/w220_and_h330_face/me8pwKRLeiKYIhUS9kwW9hSg5RF.jpg,2021-12-20,Nebesa,3.0,2,tt11034276,Released,0,0,,"['ma.ja.de. Fiction', 'Studio Dim', 'Forum Ljubljana', 'Sektor Film Skopje', 'Delirium Films', 'Kino']","['Fantasia', 'Comédia', 'Drama']",2021
Принц Растко српски,,0.6,https://image.tmdb.org/t/p/w220_and_h330_face/v4Kqgr59JTTYy2fbSoLckS2hFlz.jpg,2021-12-20,Принц Растко српски,1.0,1,tt7007740,Released,0,0,,['Košutnjak Film'],['História'],2021
